,total_fees
193,6.49260876152624
194,2.424355390507
195,0.0
196,0.0
197,0.0
198,1.380382709570332
199,0.487296171588458
200,13.61893509832018
201,0.0
202,0.0
203,1.674509693928554
204,0.0
205,0.0
206,0.320417608586556
207,0.0
208,0.0116859540044256
209,0.0125893910064254
210,0.0166978464696252
211,0.0
212,0.0
213,0.0653637978913548
214,0.0
215,0.753439339679002
216,125.326663824002
217,0.0211908661826868
218,2.73571565341954
219,0.0
220,0.0
221,0.0
222,0.0
223,0.343259171108682
224,42.8361679863344
225,0.0
226,0.080325803611445
227,0.0
228,0.603772982869116
229,0.0
230,0.0
231,0.1942153948279862
232,0.0
233,46.790193154834
234,0.0
235,0.0
236,0.0
237,0.0
238,3.8761084486663
239,37.0158292857624
240,0.313094975494884
241,9.12439792949688
242,0.0
243,0.0
244,0.0
245,0.0596401826649776
246,3.64277787384104
247,0.298566052026596
248,0.0
249,21.0656018564658
250,0.0
251,32.1714539909986
252,0.0
253,0.368932257455114
254,152.6698557925542
255,0.0335902031657538
256,0.0
257,0.0
258,0.0344321537388908
259,0.050129383848292
260,0.0821750542021598
261,0.501871805911566
262,0.0
263,0.1549189632469756
264,1.028841168242592
265,0.1422240117979764
266,5.5000704929789
267,1.370976236213546
268,2.69216862663146
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.997865617206
281,0.0
282,0.0
283,1.980409513961262
284,0.0
285,0.0
286,0.0
287,1.133494890293644
288,7.78799051935332
289,0.0
290,0.326971043928984
291,0.0
292,0.1118097248147036
293,1.57034275384613
294,0.331006476229678
295,39.1143570507012
296,0.222005899122314
297,0.0054158506325906
298,58.4017924136794
299,30.0264766497816
300,0.294995196145788
301,0.0
302,0.272756515333946
303,0.0057415376551666
304,0.0
305,0.71914466331453
306,0.0053239712802454
307,1.423921342587082
308,11.72490440192282
309,0.0
310,2.54068088073996
311,0.0
312,0.0
313,0.0
314,0.0
315,2.11288147423904
316,14.67116779749558
317,0.28260519496579
318,0.0
319,1.47488617360694
320,5.42689086214378
321,0.0
322,27.3488121337376
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,4.92578957566736
332,0.0636585689931358
333,0.0103339500846922
334,0.0
335,2.02688556887726
336,0.87930974928367
337,22.6016314059706
338,0.0
339,2.50768694643626
340,8.94527450870848
341,0.0
342,1.50147934449475
343,0.0805329165777222
344,287.204696161928
345,49.6945223827368
346,0.267312271078844
347,0.0
348,0.946966368983014
349,0.0
350,0.0
351,0.0
352,0.0
353,0.290981537505408
354,0.0
355,0.345572929674958
356,0.243572393232416
357,0.0
358,1.07793257845347
359,12.34745495233668
360,0.810009705270408
361,7.6082014839271
362,84.4856713552038
363,0.311381341943222
364,4.18177432241074
365,0.0
366,0.0
367,0.0
368,1.360174504028132
369,14.96700014361926
370,0.1120875483760636
371,0.11894340140678
372,0.0
373,0.570878994448016
374,0.0
375,0.0
376,0.833722363749306
377,0.065840210437242
378,0.0
379,0.0
380,0.0
381,0.0
382,0.274115191449412
383,0.1849638024466598
384,0.770249660977254
385,0.0
386,12.68611848406504
387,0.0
388,14.2080966474676
389,0.0
390,12.37472289661606
391,0.738097820772182
392,0.0
393,0.0
394,14.80644895482554
395,0.0684635775200394
396,29.6781410312764
397,14.86153130236342
398,1.069585443206518
399,0.40301867424542
400,37.7197954874534
401,0.588133731257286
402,7.90334574293846
403,0.0234421091186668
404,0.99125251555599
405,7.62577146884606
406,139.7794118328328
407,27.128165310661
408,0.0
409,0.358571308861864
410,3.37617428271718
411,0.0108347884896836
412,0.345528552778426
413,43.8766447672794
414,0.0325182259969682
415,0.0
416,88.9076923554076
417,252.092776367548
418,0.55953182745376
419,126.5141635741518
420,1.007557337548636
421,0.0
422,5.31028539271808
423,0.0
424,43.5148447861012
425,0.1153858465973616
426,0.0100763079699258
427,0.0
428,3.07729264689796
429,0.0
430,1.906251162279446
431,0.0054143971188912
432,2.52530812108374
433,0.0
434,0.0
435,0.166575189404423
436,0.324210837385356
437,0.0
438,0.376275735351766
439,0.0
440,0.0
441,0.0
442,0.0114804538972654
443,0.0
444,0.0
445,0.0
446,0.0
447,89.0948934016676
448,0.1495598437375516
449,0.0200233689523216
450,0.0
451,1.97231723792475
452,0.1823493609472864
453,0.0
454,0.0
455,22.3765969943044
456,0.0
457,0.0
458,0.0
459,0.369626447495508
460,0.0
461,0.277344147727458
462,0.0
463,3.55131639581034
464,0.0121704808008596
465,0.0
466,0.0
467,0.348677224182382
468,0.0
469,0.0054150503271786
470,0.0737630114303416
471,0.97805944673875
472,0.0
473,10.87766457592528
474,2.31618102847564
475,0.0221520916525972
476,0.133554764017839
477,1.884172508072134
478,0.686069694379464
479,0.0
480,0.0822466364279094
481,0.0
482,0.1962257886186788
483,0.771583215121198
484,0.0
485,0.26958614109962
486,4.2023186940881
487,43.7113292508474
488,9.09754904081518
489,0.0
490,1.519654940702182
491,0.0
492,0.0
493,0.0
494,0.0
495,0.315286632495822
496,0.0
497,8.39007695250472
498,0.22261726793957
499,0.0
500,0.0
501,0.0
502,0.0
503,3.38719985281038
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,19.96039332101056
512,0.36787641623456
513,0.0
514,7.10123080732086
515,0.0954055983864426
516,0.42214540031817
517,0.0
518,0.0291678472053206
519,0.228086992721348
520,0.0
521,0.1056511537132282
522,6.49813470321294
523,5.07216780179928
524,1.08378695596105
525,46.575202381692
526,0.500362936082882
527,0.064078806162522
528,2.66739246401016
529,0.0
530,0.0
531,0.0
532,0.0
533,5.02864868217094
534,0.0
535,0.0
536,0.0
537,0.0
538,0.603387637074972
539,0.0
540,0.0
541,0.0
542,4.70481604259144
543,0.0
544,0.194850017787986
545,1.642826689480496
546,28.2518396283382
547,14.80669785285318
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,2.99682169442602
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,2.22553922748614
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,18.20915716195612
575,3.10042130967734
576,0.0
577,0.0
578,5.35348726782864
579,0.0
580,0.0
581,0.0
582,0.0
583,0.129510184543628
584,6.70979896276238
585,2.39700469926138
586,0.0
587,0.824404515415934
588,0.1592920872013272
589,0.23880616043337
590,0.0
591,7.78770336546468
592,2.50814158199958
593,1.340955329914606
594,0.0
595,16.04970411265492
596,0.0
597,0.0054173942448418
598,0.1265935279454718
599,0.100844875551049
600,1.391636155677736
601,0.0
602,0.0
603,0.1761927254582686
604,0.0610326347939948
605,0.553896194570824
606,0.0
607,0.0
608,0.0
609,0.844199673413174
610,4.22348684141236
611,0.0
612,0.0
613,0.0
614,1.273512242556252
615,1.944211676369734
616,0.0
617,0.0
618,0.0
619,0.353744372356942
620,0.0
621,0.0
622,1.741752241118976
623,0.0
624,0.627104432458044
625,0.1555315607536854
626,0.1266309700330312
627,0.304382897469726
628,0.498142989670342
629,6.56768789800682
630,0.0
631,0.0
632,4.1475715459092
633,0.0
634,4.62970060392356
635,23.8616009648308
636,1.136306749711184
637,0.0
638,0.0
639,0.0
640,0.487001082922152
641,0.0
642,10.41644399108782
643,2.57800841267866
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0073964452687988
649,0.0
650,0.0
651,5.17986223252192
652,0.0
653,0.0
654,1.173558394792696
655,0.0439009157708756
656,11.508206182867
657,0.0
658,0.0
659,0.346738358152606
660,0.0
661,0.0
662,4.967080437217
663,2.24061226698112
664,88.010449595135
665,0.0
666,0.0043879033722572
667,0.0
668,0.0
669,0.1112728752386038
670,17.85050411599556
671,9.89371784581706
672,0.0
673,0.616269193708716
674,0.0
675,4.23818753780212
676,0.239958722653494
677,6.20190497886858
678,0.0
679,1.734881588225386
680,0.0
681,0.0
682,107.6423070829346
683,17.51110925251476
684,0.0271188455671934
685,0.0
686,0.0
687,0.0
688,0.494686572171886
689,1914.409308916426
690,2.65983716715262
691,0.0916847545401552
692,0.398486411629048
693,0.676436422020088
694,1.278302689733504
695,6.31653097850376
696,0.143781880295596
697,0.0
698,0.440182959208912
699,0.599266197479528
700,0.1133603019922728
701,2.33732642413138
702,0.0
703,1.548461943436008
704,15.08335405315394
705,0.0
706,2.38395639657656
707,12.57107251747776
708,32.1410698464346
709,2.21193999855166
710,0.0
711,0.021659112109494
712,0.0
713,6.28379720378666
714,0.0
715,0.0
716,0.0
717,0.0329811464813384
718,0.042779708355756
719,10.55738763436504
720,0.0
721,21.3876218503
722,0.694380763343606
723,3.92149937772298
724,8.85532646832628
725,0.617387740874088
726,725.798753712364
727,0.0
728,0.0
729,0.0
730,0.95672096348965
731,5.48589296728916
732,0.0
733,3.42171043240936
734,2.32517426334252
735,0.0
736,0.74472948465728
737,1.055446724989776
738,0.0
739,12.11908692171536
740,1.788995169383602
741,0.0
742,0.631750195959046
743,0.0
744,0.0
745,0.298462830252166
746,0.0
747,0.0
748,0.0
749,0.160280619140513
750,0.277797358914344
751,0.0
752,0.0204994794716206
753,3.91925726540456
754,9.9317509177508
755,1.970327283441428
756,3.55676752057712
757,0.0
758,0.0
759,18.57910493908614
760,0.0
761,0.205037076906826
762,0.0
763,9.91402473080688
764,0.0
765,0.22311434103713
766,0.0
767,1.249086147676696
768,1.866302299538784
769,0.0013032360408958
770,0.788195983841166
771,2.7859473672309
772,0.0
773,0.0
774,0.1987164470161758
775,2.96508504487542
776,0.0
777,9.5656292751628
778,0.860988589468286
779,2.63841487160066
780,0.798588726900856
781,0.0
782,0.0
783,0.0
784,0.227243848134794
785,0.0
786,0.0
787,3.14829678407788
788,0.501811956393608
789,0.0
790,0.0
791,0.0
792,0.36757563873542
793,26.4026904775598
794,0.285926997995098
795,0.256639169422228
796,0.351052584039466
797,0.0472932331411422
798,7.18384528380688
799,0.0
800,0.107524423937657
801,3.8139894230868
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0418777883948394
807,1.507547484653444
808,0.0
809,0.0
810,0.323631955524114
811,0.0
812,0.663329850597918
813,1.047236504543404
814,0.0
815,4.91308733655066
816,0.0
817,8.69120630393408
818,2.186273481755
819,0.176827832855449
820,0.0
821,0.097875061748216
822,26.7440084821942
823,0.0
824,20.9256564111644
825,16.2664344462148
826,0.205738805219168
827,41.1163707027302
828,0.0251067662006276
829,13.7360256009735
830,0.0
831,0.0
832,31.8780339378288
833,0.687207969757852
834,3.00825469486816
835,0.0
836,2.67339568576832
837,0.0
838,2.60023553596744
839,0.066938693796248
840,4.64993048628912
841,0.0
842,33.8726987356558
843,0.083825210872124
844,0.0985127472389972
845,0.1635217449950226
846,0.0
847,11.63688206500946
848,0.749721697924036
849,0.655316531795762
850,0.0
851,0.243389788525166
852,0.0
853,27.7727969251404
854,9.01757282280772
855,3.4639910022489
856,1.771041345126988
857,281.61890786061
858,0.0
859,0.719097302367472
860,2.2929828253808
861,3.03151883625264
862,0.0
863,2.45105781329028
864,2.5179277254096
865,0.0
866,11.68127455774036
867,1.971485822308194
868,8.91210419075774
869,3.55264693338444
870,1.367553378862078
871,0.581786979226356
872,3.24090954588864
873,0.0
874,0.0
875,0.214765899052184
876,0.0
877,0.0216602013087144
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.654250635999626
887,0.0
888,0.0
889,0.0
890,6.93982011141078
891,0.214676655196916
892,0.024857303999663
893,0.0
894,2.8697807141193
895,0.402879672622542
896,0.0298033009423262
897,2.94186403525892
898,0.250768167611716
899,0.0
900,0.0
901,0.0
902,0.0
903,0.424627105184836
904,0.222231570387836
905,0.0
906,0.0
907,0.0
908,0.0
909,3.0907994793911
910,0.0
911,0.0857936586934802
912,0.0130018621946922
913,0.984966748143504
914,0.0
915,0.022793147427176
916,0.0375645182951658
917,3.81624633787646
918,0.1375845574192388
919,0.0
920,0.0
921,0.620852820669442
922,0.348371923487756
923,0.967396811351246
924,0.0
925,0.0
926,0.015258944728935
927,0.298715062920486
928,2.40077735882216
929,0.86848758413446
930,0.0
931,0.0
932,0.0
933,0.799805554950086
934,2.71933880953364
935,0.0
936,0.0
937,0.0
938,1.18910741286144
939,6.39080416062892
940,0.503471871018118
941,0.0
942,20.6191337059588
943,0.91235875745166
944,0.359361602368888
945,0.0
946,0.353999515695946
947,2.1312832858493
948,2.75315989867386
949,0.0
950,0.0
951,0.944813869922256
952,0.0273207536666892
953,0.522528365788912
954,0.829540239537852
955,0.0
956,0.0
957,0.0262069606833206
958,0.0
959,0.0
960,0.0
961,0.0
962,1.59696242169113
963,0.1792310692868636
964,4.01537149054832
965,0.0530997739443074
966,2.71431723184826
967,0.0
968,12.1071637618888
969,5.3817790965149
970,0.0
971,2.38049717470872
972,0.0560636956695844
973,2.24036613475634
974,0.0
975,0.0
976,0.237079041738058
977,0.0
978,0.0
979,0.0
980,6.08832682935002
981,2.05121154457126
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0627653742687672
987,0.0
988,0.0653104155327994
989,0.0
990,0.0
991,0.0
992,4.6719359174434
993,4.10260820102092
994,0.0
995,0.0848668836379122
996,4.63600775705532
997,0.0771760583879332
998,7.7973975502121
999,93.4813438459898
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.387070632897238
1006,9.73026906809628
1007,2.68559717233362
1008,14.3624263760875
1009,0.0
1010,0.0
1011,0.0129873531339158
1012,2.85925973383426
1013,0.1744837184353142
1014,0.0
1015,0.0
1016,1.798973618240094
1017,0.0108347884896836
1018,0.0
1019,0.0
1020,6.41117079418828
1021,1.178146131469786
1022,0.0750911728236276
1023,0.0
1024,0.0
1025,0.0
1026,1.433000047370966
1027,0.0
1028,0.0
1029,0.0
1030,2.81348279159612
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,2.79588960147208
1039,0.0
1040,0.0
1041,0.0526603457948222
1042,0.0
1043,0.0
1044,0.004142339965421
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,1.089320678598406
1050,0.0
1051,0.0
1052,4.2259123389877
1053,0.0
1054,10.06539663316422
1055,0.0
1056,0.651756061828286
1057,1.840136671943634
1058,0.1317732866041362
1059,6.4102183186906
1060,0.0
1061,0.31957817171264
1062,0.0
1063,0.0
1064,0.0534747936810712
1065,3.82528278568862
1066,0.250832779104574
1067,0.0
1068,0.0
1069,0.49889500441508
1070,3.3434586503956
1071,0.0
1072,1.580994980721294
1073,0.0
1074,0.324734263391622
1075,2.22184899088682
1076,2.13519006272312
1077,22.6724540277968
1078,1.165541394682022
1079,0.0054142571983856
1080,1.398449034143416
1081,0.0
1082,0.0
1083,0.0
1084,5.0463102728971
1085,0.0
1086,0.366212122214134
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,1.312319535889076
1092,0.0
1093,3.32206806394556
1094,0.1163724497075592
1095,0.0201550066783348
1096,0.0
1097,7.13301421265238
1098,2.914908224078
1099,0.0
1100,0.0
1101,0.0
1102,129.3125823599052
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,2.86392347979366
1108,0.782174138130982
1109,0.0
1110,0.0
1111,4.4545289749455
1112,0.0
1113,0.0
1114,1.141559956597372
1115,0.0
1116,3.27574985854674
1117,6.27668025458562
1118,0.0
1119,5.62177233211818
1120,0.0
1121,2.99144647187132
1122,5.90066317640154
1123,11.616357922417
1124,0.0
1125,0.0801283358697788
1126,0.0054147780273734
1127,0.0
1128,3.50023284559848
1129,5.29286279998468
1130,0.0001957342382443172
1131,1373.190673957412
1132,0.291243679403258
1133,0.0
1134,0.0
1135,0.434837751309592
1136,0.0
1137,0.0108409322600124
1138,0.0
1139,0.0635515841716946
1140,0.0
1141,1.66988709908096
1142,0.0
1143,2.25748527550176
1144,0.845791804234318
1145,0.0
1146,0.413297301613068
1147,0.0
1148,1.974209126137132
1149,0.0092954537477652
1150,0.0
1151,0.0
1152,0.0118927626213386
1153,0.0
1154,0.0
1155,0.777586525292696
1156,0.1806588183969316
1157,0.1001794825968044
1158,0.0
1159,3.22530824352176
1160,0.0
1161,0.0
1162,0.243532567660194
1163,10.34448409469678
1164,8.31320628791402
1165,0.0
1166,0.0410581423851958
1167,0.0
1168,0.0
1169,0.004154619379022
1170,0.0
1171,450.224651276514
1172,5.53116331412016
1173,1.991829570373832
1174,0.1075641230241568
1175,0.0
1176,9.92411013837554
1177,0.0
1178,11.5849194207948
1179,1.658687623233542
1180,0.0
1181,0.0
1182,0.0
1183,0.1243810278542026
1184,73.001273984983
1185,1.168610360237744
1186,0.964004914333402
1187,0.0
1188,0.0
1189,0.950213853856752
1190,0.0
1191,5.49183072731872
1192,0.0
1193,3.92589754477396
1194,2.63513546777396
1195,0.0306897185266952
1196,0.0
1197,0.0
1198,0.0459790491782616
1199,0.009226464541122
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,2.26515516473128
1206,0.0
1207,0.1469894294428306
1208,0.0
1209,0.0
1210,0.0
1211,9.70124526143696
1212,0.754779904448642
1213,0.0
1214,9.71397852813268
1215,0.431604953292876
1216,3.2731995406795
1217,0.0
1218,0.21777473270759
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.404305742119588
1224,0.1658081139009646
1225,0.747932937885594
1226,0.005415083131243
1227,0.0
1228,1.498337298041868
1229,0.233951784484328
1230,2.16540511716668
1231,3.33992588351448
1232,0.242130175916786
1233,1.851707532701202
1234,25.8127259619514
1235,1.30934089129609
1236,0.20453163251261
1237,0.0
1238,0.0081936711160148
1239,0.0
1240,0.0124203376146184
1241,5.25623464920114
1242,0.0
1243,0.0
1244,0.0
1245,0.25205668867692
1246,1.78345922687923
1247,0.0
1248,0.347248825722852
1249,0.0801772876354842
1250,0.0
1251,20.0821684418724
1252,13.98716463238276
1253,0.327748720383454
1254,0.0
1255,0.0
1256,38.8939182352954
1257,7.87194679937912
1258,0.0
1259,0.3511548241598
1260,0.05066013864743
1261,0.0
1262,0.0
1263,0.0
1264,10.6791340377551
1265,0.0
1266,0.0697857811308718
1267,0.0
1268,0.0
1269,0.460622890074198
1270,0.224889422073602
1271,0.0054147780273734
1272,0.0
1273,0.0
1274,0.0
1275,8.91112402067748
1276,0.0
1277,0.93746578084049
1278,0.0
1279,5.63458447347294
1280,26.7506858922188
1281,6.0461632238725
1282,9.90572970029408
1283,0.499760812140738
1284,0.0
1285,5.47715533505902
1286,0.0
1287,6.07146186961156
1288,0.267561702307194
1289,0.0064686496110658
1290,0.4141163366782
1291,0.0
1292,0.329152754471038
1293,7.897381468871
1294,0.018137091333797
1295,0.0
1296,8.52802561478918
1297,0.0
1298,0.0
1299,0.0335210708602258
1300,3.78604996524666
1301,0.1019924631319666
1302,3.70948698762266
1303,0.0
1304,0.0
1305,0.1688962363343022
1306,0.0
1307,0.0
1308,6.3881165209688
1309,5.60793564109066
1310,0.0
1311,3.86005261988266
1312,2.61304532397354
1313,0.0
1314,0.0
1315,0.0
1316,0.321514853002092
1317,0.0
1318,0.27760198216787
1319,0.0
1320,0.0
1321,0.446487114736934
1322,0.0
1323,95.074924457183
1324,0.0427351085045732
1325,2.4121728886528
1326,10.23114728804594
1327,0.0523184177454904
1328,0.0
1329,0.021952410884651
1330,0.0
1331,0.0108301006543572
1332,0.0
1333,0.0
1334,0.0
1335,1.306912075560298
1336,0.0
1337,0.222629521542356
1338,0.0
1339,2.4191693643527
1340,0.0379034461916146
1341,0.0
1342,0.0054204661300062
1343,0.231359917622958
1344,0.1152278781224472
1345,0.0
1346,0.656269622288084
1347,0.0
1348,1.339915930833114
1349,0.0
1350,1.044230203576642
1351,0.0
1352,9.53006814144734
1353,0.0785400517249796
1354,0.0
1355,0.0
1356,0.0
1357,5.57219434426416
1358,0.0
1359,1.216734240890556
1360,0.0
1361,0.0
1362,0.499205174570284
1363,0.0
1364,0.0274555245069296
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,15.60714339419038
1370,0.1021846326075718
1371,3.22232700347838
1372,56.466088669787
1373,0.268647767582122
1374,0.214910774257276
1375,1.905895200196602
1376,0.0
1377,1.606079523696568
1378,0.0
1379,17.13843394229018
1380,0.0
1381,1.178013348392428
1382,1.46643384918524
1383,0.0
1384,0.0
1385,0.0
1386,5.10561069814512
1387,0.922642246947652
1388,15.79575570660464
1389,0.55317295777115
1390,4.99035232109498
1391,0.325864220833878
1392,0.0
1393,4.51818759733654
1394,6.4000940265826
1395,0.0
1396,0.0
1397,57.3380112074374
1398,0.0
1399,0.0
1400,1.310423298350974
1401,0.0
1402,16.60320850431784
1403,0.0
1404,0.46236550487727
1405,0.0
1406,1.999777602835146
1407,0.203330440822904
1408,0.1258122905110586
1409,6.34645728828652
1410,9.26658459332678
1411,12.48835667730236
1412,2.79737595441048
1413,0.0
1414,84.1658871114902
1415,22.0915696040208
1416,0.0
1417,0.0
1418,4.81949353781678
1419,0.0
1420,0.0
1421,0.478252107198304
1422,0.0
1423,2.91141380548934
1424,0.387122568161022
1425,0.0139798161085254
1426,0.0
1427,0.0
1428,750.557415023902
1429,34.8729671515836
1430,0.0395219244320506
1431,1.89508984290079
1432,0.304839510184152
1433,0.0
1434,5.39718036627078
1435,0.0
1436,0.1585802036955926
1437,0.818146488964192
1438,0.0
1439,0.0
1440,0.914960863469298
1441,0.435467162215414
1442,2.8128308474872
1443,0.660334984212244
1444,0.5991840051249
1445,0.0
1446,0.224739702968878
1447,0.0
1448,0.0
1449,0.0101174378791032
1450,0.0
1451,0.38083422835048
1452,2.02810708517638
1453,0.0
1454,3.42585601930644
1455,1.316157171484
1456,0.0
1457,1.959269258096098
1458,547.771589670458
1459,4.98415779921464
1460,0.1531856937612958
1461,27.7233241250368
1462,1.023739054732042
1463,0.0
1464,0.0
1465,0.0
1466,11.04786237387114
1467,11.61426748389136
1468,10.4943759332293
1469,19.23614530764346
1470,0.0
1471,0.0
1472,1.10267503530997
1473,0.0
1474,0.0
1475,0.0
1476,9.27520145782656
1477,0.421263520348142
1478,0.0
1479,8.5388634955373
1480,0.070864572083473
1481,14.4682903777084
1482,11.87474895031418
1483,4.84726205374464
1484,0.0108347884896836
1485,0.052581894320202
1486,0.777237654606518
1487,0.243601791580624
1488,0.0
1489,0.818743170545612
1490,0.0
1491,0.0499611349923986
1492,0.0
1493,0.0
1494,9.24261965987916
1495,0.807675075299256
1496,0.611378551025702
1497,40.065563650125
1498,0.0
1499,0.059936603520597
1500,1.124545677453618
1501,0.0
1502,0.989056427133648
1503,0.0
1504,46.4320771809614
1505,0.0
1506,2.32117822754816
1507,13.77451938101108
1508,0.0
1509,0.0
1510,0.25033323561721
1511,0.0
1512,0.0
1513,4.30118875529812
1514,0.215741871897882
1515,0.0234663181681544
1516,0.0
1517,4.4075930622659
1518,9.87380822114334
1519,0.0119331231328702
1520,0.0
1521,0.0
1522,0.071024182899697
1523,3.15665918721398
1524,0.0
1525,14.1176543042659
1526,0.0
1527,0.0
1528,0.0203395379017246
1529,2.98349622897912
1530,0.224193531482736
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.232922952780558
1542,0.0032764875671044
1543,0.0
1544,0.0
1545,0.0
1546,0.0
1547,18.63322092099804
1548,0.0
1549,0.0
1550,47.8503370200802
1551,0.0570110492958306
1552,0.972460649620528
1553,0.0098082600378622
1554,31.8132192517828
1555,0.0
1556,0.600880830719532
1557,0.0
1558,6.62042381258916
1559,88.211468480181
1560,0.211879569283958
1561,0.0
1562,18.49924288003586
1563,0.27133819261338
1564,0.0520486745677544
1565,0.0
1566,0.0
1567,0.0
1568,0.986865985495836
1569,0.0
1570,0.0
1571,0.906653723302392
1572,0.0
1573,0.0
1574,0.495789822108498
1575,0.0
1576,0.0
1577,0.0
1578,10.72542849949746
1579,0.0
1580,0.0
1581,0.0
1582,2.71564195975234
1583,0.0
1584,0.1913491977278072
1585,0.1701109585645164
1586,0.35434882948471
1587,0.0
1588,0.0
1589,0.0
1590,0.1957810326250426
1591,0.0
1592,11.1071439634809
1593,0.0
1594,0.28887359914438
1595,0.0
1596,0.0757855933057716
1597,2.3736779596814
1598,0.789942815214374
1599,0.0
1600,0.0
